ID,Req. Timestamp,Resp. Timestamp,Method,URL,Code,Reason,RTT,Size Resp. Header,Size Resp. Body
2964,Wed Dec 11 19:00:17 EST 2024,Wed Dec 11 19:00:17 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,6,215,57

2965,Wed Dec 11 19:00:17 EST 2024,Wed Dec 11 19:00:17 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,25,215,57

2966,Wed Dec 11 19:00:17 EST 2024,Wed Dec 11 19:00:17 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,15,215,57

2967,Wed Dec 11 19:00:17 EST 2024,Wed Dec 11 19:00:17 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,4,215,57

2968,Wed Dec 11 19:00:17 EST 2024,Wed Dec 11 19:00:17 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,6,215,57

2969,Wed Dec 11 19:00:17 EST 2024,Wed Dec 11 19:00:17 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,8,215,57

2970,Wed Dec 11 19:00:17 EST 2024,Wed Dec 11 19:00:17 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,6,215,57

2971,Wed Dec 11 19:00:17 EST 2024,Wed Dec 11 19:00:17 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,5,215,57

2972,Wed Dec 11 19:00:17 EST 2024,Wed Dec 11 19:00:17 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,6,215,57

2973,Wed Dec 11 19:00:17 EST 2024,Wed Dec 11 19:00:17 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,10,215,57

2974,Wed Dec 11 19:00:17 EST 2024,Wed Dec 11 19:00:17 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,3,215,57

2975,Wed Dec 11 19:00:17 EST 2024,Wed Dec 11 19:00:17 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,5,215,57

2976,Wed Dec 11 19:00:17 EST 2024,Wed Dec 11 19:00:17 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,6,215,57

2977,Wed Dec 11 19:00:17 EST 2024,Wed Dec 11 19:00:17 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,3,215,57

2978,Wed Dec 11 19:00:17 EST 2024,Wed Dec 11 19:00:17 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,4,215,57

2979,Wed Dec 11 19:00:17 EST 2024,Wed Dec 11 19:00:17 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,3,215,57

2980,Wed Dec 11 19:00:17 EST 2024,Wed Dec 11 19:00:17 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,6,215,57

2981,Wed Dec 11 19:00:17 EST 2024,Wed Dec 11 19:00:17 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,3,215,57

2982,Wed Dec 11 19:00:17 EST 2024,Wed Dec 11 19:00:17 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,3,215,57

2983,Wed Dec 11 19:00:17 EST 2024,Wed Dec 11 19:00:17 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,4,215,57

2984,Wed Dec 11 19:00:17 EST 2024,Wed Dec 11 19:00:17 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,3,215,57

2985,Wed Dec 11 19:00:17 EST 2024,Wed Dec 11 19:00:17 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,2,215,57

2986,Wed Dec 11 19:00:17 EST 2024,Wed Dec 11 19:00:17 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,4,215,57

2987,Wed Dec 11 19:00:17 EST 2024,Wed Dec 11 19:00:17 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,5,215,57

2988,Wed Dec 11 19:00:17 EST 2024,Wed Dec 11 19:00:17 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,3,215,57

2989,Wed Dec 11 19:00:17 EST 2024,Wed Dec 11 19:00:17 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,3,215,57

2990,Wed Dec 11 19:00:17 EST 2024,Wed Dec 11 19:00:17 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,3,215,57

2991,Wed Dec 11 19:00:17 EST 2024,Wed Dec 11 19:00:17 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,3,215,57

2992,Wed Dec 11 19:00:17 EST 2024,Wed Dec 11 19:00:17 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,3,215,57

2993,Wed Dec 11 19:00:17 EST 2024,Wed Dec 11 19:00:17 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,2,215,57

2994,Wed Dec 11 19:00:17 EST 2024,Wed Dec 11 19:00:18 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,598,688,0

2995,Wed Dec 11 19:00:18 EST 2024,Wed Dec 11 19:00:19 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,677,688,0

2996,Wed Dec 11 19:00:19 EST 2024,Wed Dec 11 19:00:19 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,643,688,0

2997,Wed Dec 11 19:00:19 EST 2024,Wed Dec 11 19:00:20 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,640,688,0

2998,Wed Dec 11 19:00:20 EST 2024,Wed Dec 11 19:00:21 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,630,688,0

2999,Wed Dec 11 19:00:21 EST 2024,Wed Dec 11 19:00:21 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,609,688,0

3000,Wed Dec 11 19:00:21 EST 2024,Wed Dec 11 19:00:22 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,638,688,0

3001,Wed Dec 11 19:00:22 EST 2024,Wed Dec 11 19:00:22 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,651,688,0

3002,Wed Dec 11 19:00:22 EST 2024,Wed Dec 11 19:00:23 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,607,688,0

3003,Wed Dec 11 19:00:23 EST 2024,Wed Dec 11 19:00:24 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,644,688,0

3004,Wed Dec 11 19:00:24 EST 2024,Wed Dec 11 19:00:24 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,642,688,0

3005,Wed Dec 11 19:00:24 EST 2024,Wed Dec 11 19:00:25 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,696,688,0

3006,Wed Dec 11 19:00:25 EST 2024,Wed Dec 11 19:00:26 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,663,688,0

3007,Wed Dec 11 19:00:26 EST 2024,Wed Dec 11 19:00:26 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,670,688,0

3008,Wed Dec 11 19:00:26 EST 2024,Wed Dec 11 19:00:27 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,648,688,0

3009,Wed Dec 11 19:00:27 EST 2024,Wed Dec 11 19:00:28 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,687,688,0

3010,Wed Dec 11 19:00:28 EST 2024,Wed Dec 11 19:00:28 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,625,688,0

3011,Wed Dec 11 19:00:28 EST 2024,Wed Dec 11 19:00:29 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,744,688,0

3012,Wed Dec 11 19:00:29 EST 2024,Wed Dec 11 19:00:30 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,676,688,0

3013,Wed Dec 11 19:00:30 EST 2024,Wed Dec 11 19:00:30 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,656,688,0

3014,Wed Dec 11 19:00:30 EST 2024,Wed Dec 11 19:00:31 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,664,688,0

3015,Wed Dec 11 19:00:31 EST 2024,Wed Dec 11 19:00:32 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,667,688,0

3016,Wed Dec 11 19:00:32 EST 2024,Wed Dec 11 19:00:32 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,679,688,0

3017,Wed Dec 11 19:00:32 EST 2024,Wed Dec 11 19:00:33 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,668,688,0

3018,Wed Dec 11 19:00:33 EST 2024,Wed Dec 11 19:00:34 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,635,688,0

3019,Wed Dec 11 19:00:34 EST 2024,Wed Dec 11 19:00:34 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,635,688,0

3020,Wed Dec 11 19:00:34 EST 2024,Wed Dec 11 19:00:35 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,630,688,0

3021,Wed Dec 11 19:00:35 EST 2024,Wed Dec 11 19:00:36 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,669,688,0

3022,Wed Dec 11 19:00:36 EST 2024,Wed Dec 11 19:00:36 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,687,688,0

3023,Wed Dec 11 19:00:36 EST 2024,Wed Dec 11 19:00:37 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,682,688,0

3024,Wed Dec 11 19:00:37 EST 2024,Wed Dec 11 19:00:38 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,614,688,0

3025,Wed Dec 11 19:00:38 EST 2024,Wed Dec 11 19:00:38 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,721,688,0

3026,Wed Dec 11 19:00:38 EST 2024,Wed Dec 11 19:00:39 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,639,688,0

3027,Wed Dec 11 19:00:39 EST 2024,Wed Dec 11 19:00:40 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,720,688,0

3028,Wed Dec 11 19:00:40 EST 2024,Wed Dec 11 19:00:40 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,654,688,0

3029,Wed Dec 11 19:00:40 EST 2024,Wed Dec 11 19:00:40 EST 2024,GET,http://localhost:3000/api/auth,404,Not Found,35,260,3357

3030,Wed Dec 11 19:00:40 EST 2024,Wed Dec 11 19:00:41 EST 2024,GET,http://localhost:3000/api/auth/callback,400,Bad Request,49,154,64

3031,Wed Dec 11 19:00:40 EST 2024,Wed Dec 11 19:00:41 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,662,225,91

3032,Wed Dec 11 19:00:41 EST 2024,Wed Dec 11 19:00:42 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,571,225,91

3033,Wed Dec 11 19:00:42 EST 2024,Wed Dec 11 19:00:42 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,561,225,91

3034,Wed Dec 11 19:00:42 EST 2024,Wed Dec 11 19:00:43 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,623,225,91

3035,Wed Dec 11 19:00:43 EST 2024,Wed Dec 11 19:00:43 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,550,225,91

3036,Wed Dec 11 19:00:43 EST 2024,Wed Dec 11 19:00:44 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,543,225,91

3037,Wed Dec 11 19:00:44 EST 2024,Wed Dec 11 19:00:45 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,640,745,31

3038,Wed Dec 11 19:00:45 EST 2024,Wed Dec 11 19:00:45 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,664,745,31

3039,Wed Dec 11 19:00:45 EST 2024,Wed Dec 11 19:00:46 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,671,745,31

3040,Wed Dec 11 19:00:46 EST 2024,Wed Dec 11 19:00:46 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,6,215,57

3041,Wed Dec 11 19:00:46 EST 2024,Wed Dec 11 19:00:46 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,6,215,57

3042,Wed Dec 11 19:00:46 EST 2024,Wed Dec 11 19:00:46 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,5,215,57

3043,Wed Dec 11 19:00:46 EST 2024,Wed Dec 11 19:00:47 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,660,688,0

3044,Wed Dec 11 19:00:47 EST 2024,Wed Dec 11 19:00:47 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,625,688,0

3045,Wed Dec 11 19:00:47 EST 2024,Wed Dec 11 19:00:48 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,636,688,0

3046,Wed Dec 11 19:00:48 EST 2024,Wed Dec 11 19:00:48 EST 2024,GET,http://localhost:3000/api/auth,404,Not Found,21,260,3357

3047,Wed Dec 11 19:00:48 EST 2024,Wed Dec 11 19:00:48 EST 2024,GET,http://localhost:3000/api/auth/callback,400,Bad Request,12,154,64

3048,Wed Dec 11 19:00:48 EST 2024,Wed Dec 11 19:00:48 EST 2024,GET,http://localhost:3000/api/auth,404,Not Found,21,260,3357

3049,Wed Dec 11 19:00:48 EST 2024,Wed Dec 11 19:00:48 EST 2024,GET,http://localhost:3000/api/auth/callback,400,Bad Request,6,154,64

3050,Wed Dec 11 19:00:48 EST 2024,Wed Dec 11 19:00:49 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,642,745,31

3051,Wed Dec 11 19:00:49 EST 2024,Wed Dec 11 19:00:49 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,3,215,57

3052,Wed Dec 11 19:00:49 EST 2024,Wed Dec 11 19:00:49 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,6,215,57

3053,Wed Dec 11 19:00:49 EST 2024,Wed Dec 11 19:00:49 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,633,745,31

3054,Wed Dec 11 19:00:49 EST 2024,Wed Dec 11 19:00:49 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,3,215,57

3055,Wed Dec 11 19:00:49 EST 2024,Wed Dec 11 19:00:49 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,6,215,57

3056,Wed Dec 11 19:00:49 EST 2024,Wed Dec 11 19:00:49 EST 2024,POST,http://localhost:3000/latest/meta-data/,308,Permanent Redirect,12,202,17

3057,Wed Dec 11 19:00:49 EST 2024,Wed Dec 11 19:00:49 EST 2024,POST,http://localhost:3000/latest/meta-data/,308,Permanent Redirect,7,202,17

3058,Wed Dec 11 19:00:49 EST 2024,Wed Dec 11 19:00:49 EST 2024,POST,http://localhost:3000/latest/meta-data/,308,Permanent Redirect,5,202,17

3059,Wed Dec 11 19:00:49 EST 2024,Wed Dec 11 19:00:49 EST 2024,GET,http://localhost:3000/api/auth,404,Not Found,42,260,3357

3060,Wed Dec 11 19:00:49 EST 2024,Wed Dec 11 19:00:49 EST 2024,POST,http://localhost:3000/latest/meta-data/,308,Permanent Redirect,18,202,17

3061,Wed Dec 11 19:00:49 EST 2024,Wed Dec 11 19:00:49 EST 2024,GET,http://localhost:3000/api/auth/callback,400,Bad Request,10,154,64

3062,Wed Dec 11 19:00:49 EST 2024,Wed Dec 11 19:00:50 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,612,225,91

3063,Wed Dec 11 19:00:50 EST 2024,Wed Dec 11 19:00:51 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,639,225,91

3064,Wed Dec 11 19:00:51 EST 2024,Wed Dec 11 19:00:51 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,603,225,91

3065,Wed Dec 11 19:00:51 EST 2024,Wed Dec 11 19:00:52 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,584,225,91

3066,Wed Dec 11 19:00:52 EST 2024,Wed Dec 11 19:00:52 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,627,225,91

3067,Wed Dec 11 19:00:52 EST 2024,Wed Dec 11 19:00:53 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,579,225,91

3068,Wed Dec 11 19:00:53 EST 2024,Wed Dec 11 19:00:54 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,642,225,91

3069,Wed Dec 11 19:00:54 EST 2024,Wed Dec 11 19:00:54 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,562,225,91

3070,Wed Dec 11 19:00:54 EST 2024,Wed Dec 11 19:00:55 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,564,225,91

3071,Wed Dec 11 19:00:55 EST 2024,Wed Dec 11 19:00:55 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,560,225,91

3072,Wed Dec 11 19:00:55 EST 2024,Wed Dec 11 19:00:56 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,597,225,91

3073,Wed Dec 11 19:00:56 EST 2024,Wed Dec 11 19:00:56 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,626,225,91

3074,Wed Dec 11 19:00:56 EST 2024,Wed Dec 11 19:00:57 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,599,225,91

3075,Wed Dec 11 19:00:57 EST 2024,Wed Dec 11 19:00:58 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,564,225,91

3076,Wed Dec 11 19:00:58 EST 2024,Wed Dec 11 19:00:58 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,598,225,91

3077,Wed Dec 11 19:00:58 EST 2024,Wed Dec 11 19:00:59 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,564,225,91

3078,Wed Dec 11 19:00:59 EST 2024,Wed Dec 11 19:00:59 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,577,225,91

3079,Wed Dec 11 19:00:59 EST 2024,Wed Dec 11 19:01:00 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,559,225,91

3080,Wed Dec 11 19:01:00 EST 2024,Wed Dec 11 19:01:01 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,636,225,91

3081,Wed Dec 11 19:01:01 EST 2024,Wed Dec 11 19:01:01 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,739,225,91

3082,Wed Dec 11 19:01:01 EST 2024,Wed Dec 11 19:01:03 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,1279,225,91

3083,Wed Dec 11 19:01:03 EST 2024,Wed Dec 11 19:01:03 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,641,225,91

3084,Wed Dec 11 19:01:03 EST 2024,Wed Dec 11 19:01:04 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,836,225,91

3085,Wed Dec 11 19:01:04 EST 2024,Wed Dec 11 19:01:05 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,631,225,91

3086,Wed Dec 11 19:01:05 EST 2024,Wed Dec 11 19:01:05 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,607,225,91

3087,Wed Dec 11 19:01:05 EST 2024,Wed Dec 11 19:01:06 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,606,225,91

3088,Wed Dec 11 19:01:06 EST 2024,Wed Dec 11 19:01:07 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,599,225,91

3089,Wed Dec 11 19:01:07 EST 2024,Wed Dec 11 19:01:07 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,401,Unauthorized,615,225,91

3090,Wed Dec 11 19:01:07 EST 2024,Wed Dec 11 19:01:08 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,668,745,31

3091,Wed Dec 11 19:01:08 EST 2024,Wed Dec 11 19:01:08 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,650,745,31

3092,Wed Dec 11 19:01:08 EST 2024,Wed Dec 11 19:01:09 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,633,745,31

3093,Wed Dec 11 19:01:09 EST 2024,Wed Dec 11 19:01:10 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,646,745,31

3094,Wed Dec 11 19:01:10 EST 2024,Wed Dec 11 19:01:10 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,643,745,31

3095,Wed Dec 11 19:01:10 EST 2024,Wed Dec 11 19:01:11 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,638,745,31

3096,Wed Dec 11 19:01:11 EST 2024,Wed Dec 11 19:01:12 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,1144,745,31

3097,Wed Dec 11 19:01:12 EST 2024,Wed Dec 11 19:01:13 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,950,745,31

3098,Wed Dec 11 19:01:13 EST 2024,Wed Dec 11 19:01:14 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,646,745,31

3099,Wed Dec 11 19:01:14 EST 2024,Wed Dec 11 19:01:15 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,1014,745,31

3100,Wed Dec 11 19:01:15 EST 2024,Wed Dec 11 19:01:15 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,674,745,31

3101,Wed Dec 11 19:01:15 EST 2024,Wed Dec 11 19:01:16 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,625,745,31

3102,Wed Dec 11 19:01:16 EST 2024,Wed Dec 11 19:01:17 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,666,745,31

3103,Wed Dec 11 19:01:17 EST 2024,Wed Dec 11 19:01:17 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,696,745,31

3104,Wed Dec 11 19:01:17 EST 2024,Wed Dec 11 19:01:17 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,7,215,57

3105,Wed Dec 11 19:01:17 EST 2024,Wed Dec 11 19:01:17 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,5,215,57

3106,Wed Dec 11 19:01:17 EST 2024,Wed Dec 11 19:01:17 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,8,215,57

3107,Wed Dec 11 19:01:18 EST 2024,Wed Dec 11 19:01:18 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,14,215,57

3108,Wed Dec 11 19:01:18 EST 2024,Wed Dec 11 19:01:18 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,13,215,57

3109,Wed Dec 11 19:01:18 EST 2024,Wed Dec 11 19:01:18 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,7,215,57

3110,Wed Dec 11 19:01:18 EST 2024,Wed Dec 11 19:01:18 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,10,215,57

3111,Wed Dec 11 19:01:18 EST 2024,Wed Dec 11 19:01:18 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,9,215,57

3112,Wed Dec 11 19:01:18 EST 2024,Wed Dec 11 19:01:18 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,17,215,57

3113,Wed Dec 11 19:01:18 EST 2024,Wed Dec 11 19:01:18 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,4,215,57

3114,Wed Dec 11 19:01:18 EST 2024,Wed Dec 11 19:01:18 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,3,215,57

3115,Wed Dec 11 19:01:18 EST 2024,Wed Dec 11 19:01:18 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,4,215,57

3116,Wed Dec 11 19:01:18 EST 2024,Wed Dec 11 19:01:18 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,12,215,57

3117,Wed Dec 11 19:01:18 EST 2024,Wed Dec 11 19:01:18 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,200,OK,4,215,57

3118,Wed Dec 11 19:01:18 EST 2024,Wed Dec 11 19:01:18 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,636,688,0

3119,Wed Dec 11 19:01:18 EST 2024,Wed Dec 11 19:01:19 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,680,688,0

3120,Wed Dec 11 19:01:19 EST 2024,Wed Dec 11 19:01:20 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,1355,688,0

3121,Wed Dec 11 19:01:20 EST 2024,Wed Dec 11 19:01:21 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,649,688,0

3122,Wed Dec 11 19:01:21 EST 2024,Wed Dec 11 19:01:22 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,619,688,0

3123,Wed Dec 11 19:01:22 EST 2024,Wed Dec 11 19:01:22 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,632,688,0

3124,Wed Dec 11 19:01:22 EST 2024,Wed Dec 11 19:01:23 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,639,688,0

3125,Wed Dec 11 19:01:23 EST 2024,Wed Dec 11 19:01:23 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,618,688,0

3126,Wed Dec 11 19:01:23 EST 2024,Wed Dec 11 19:01:24 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,623,688,0

3127,Wed Dec 11 19:01:24 EST 2024,Wed Dec 11 19:01:25 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,654,688,0

3128,Wed Dec 11 19:01:25 EST 2024,Wed Dec 11 19:01:25 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,632,688,0

3129,Wed Dec 11 19:01:25 EST 2024,Wed Dec 11 19:01:26 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,627,688,0

3130,Wed Dec 11 19:01:26 EST 2024,Wed Dec 11 19:01:27 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,643,688,0

3131,Wed Dec 11 19:01:27 EST 2024,Wed Dec 11 19:01:27 EST 2024,POST,http://localhost:3000/api/auth/callback/credentials,302,Found,659,688,0

3132,Wed Dec 11 19:01:27 EST 2024,Wed Dec 11 19:01:27 EST 2024,GET,http://localhost:3000/api/auth,404,Not Found,41,260,3357

3133,Wed Dec 11 19:01:27 EST 2024,Wed Dec 11 19:01:27 EST 2024,GET,http://localhost:3000/api/auth/callback,400,Bad Request,40,154,64

